CBSAFP,CSAFP,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Year,CBSA Name,Parameter Name,CBSA Code,Arithmetic Mean,Units of Measure,State Name,Max AQI,90th Percentile AQI,Median AQI,Latitude,Longitude,Days with AQI
11100.0,108.0,310M400US11100,11100.0,"Amarillo, TX",M1,13338911474.0,87011698.0,2011,"Amarillo, TX",Ozone,11100,55.507000000000005,Parts per billion,Texas,140.0,80.0,44.0,34.8803,-101.6649,361.0
11140.0,,310M400US11140,11140.0,"Americus, GA",M2,1682917306.0,27601275.0,2011,"Americus, GA",Ozone,11140,46.14,Parts per billion,Georgia,100.0,71.0,44.0,31.954286,-84.08101,232.0
11180.0,218.0,310M400US11180,11180.0,"Ames, IA",M1,1483295645.0,2449263.0,2011,"Ames, IA",Ozone,11180,39.512,Parts per billion,Iowa,87.0,49.0,36.0,41.882867,-93.6878,214.0
11460.0,220.0,310M400US11460,11460.0,"Ann Arbor, MI",M1,1828460768.0,42602260.0,2011,"Ann Arbor, MI",Ozone,11460,45.123000000000005,Parts per billion,Michigan,154.0,71.0,38.0,42.416636,-83.902185,357.0
11540.0,118.0,310M400US11540,11540.0,"Appleton, WI",M1,2475662338.0,222289810.0,2011,"Appleton, WI",Ozone,11540,40.777,Parts per billion,Wisconsin,119.0,63.0,39.0,44.30738,-88.39509,303.0
11620.0,,310M400US11620,11620.0,"Ardmore, OK",M2,2129435455.0,30005660.0,2011,"Ardmore, OK",Ozone,11620,54.927,Parts per billion,Oklahoma,177.0,105.0,52.0,34.244189,-97.462931,333.0
11660.0,,310M400US11660,11660.0,"Arkadelphia, AR",M2,2243130281.0,43387661.0,2011,"Arkadelphia, AR",Ozone,11660,41.681000000000004,Parts per billion,Arkansas,100.0,49.0,35.0,34.1795,-93.0988,270.0
11700.0,120.0,310M400US11700,11700.0,"Asheville, NC",M1,5264415421.0,21759544.0,2011,"Asheville, NC",Ammonium compounds,11700,1.4773615,Micrograms/cubic meter (LC),North Carolina,122.0,71.0,47.0,35.379167,-82.7925,364.0
11700.0,120.0,310M400US11700,11700.0,"Asheville, NC",M1,5264415421.0,21759544.0,2011,"Asheville, NC",Nitric oxides,11700,0.000352,Micrograms/cubic meter (LC),North Carolina,122.0,71.0,47.0,35.379167,-82.7925,364.0
11700.0,120.0,310M400US11700,11700.0,"Asheville, NC",M1,5264415421.0,21759544.0,2011,"Asheville, NC",Ozone,11700,49.656,Parts per billion,North Carolina,122.0,71.0,47.0,35.503663,-82.8780625,364.0
11700.0,120.0,310M400US11700,11700.0,"Asheville, NC",M1,5264415421.0,21759544.0,2011,"Asheville, NC",Various Particulates,11700,0.325262,Micrograms/cubic meter (LC),North Carolina,122.0,71.0,47.0,35.379167,-82.7925,364.0
11780.0,184.0,310M400US11780,11780.0,"Ashtabula, OH",M2,1818360016.0,1724498212.0,2011,"Ashtabula, OH",Ozone,11780,46.129000000000005,Parts per billion,Ohio,154.0,84.0,42.0,41.959695,-80.572808,211.0
11780.0,184.0,310M400US11780,11780.0,"Ashtabula, OH",M2,1818360016.0,1724498212.0,2011,"Ashtabula, OH",Sulfur dioxide,11780,1.839839,Parts per billion,Ohio,154.0,84.0,42.0,41.959695,-80.572808,211.0
11900.0,,310M400US11900,11900.0,"Athens, OH",M2,1304386902.0,12461327.0,2011,"Athens, OH",Nitric oxides,11900,1.9552100000000001,Parts per billion,Ohio,115.0,61.0,31.0,39.307978,-82.118247,347.0
11900.0,,310M400US11900,11900.0,"Athens, OH",M2,1304386902.0,12461327.0,2011,"Athens, OH",Nitrogen dioxide (NO2),11900,4.814513,Parts per billion,Ohio,115.0,61.0,31.0,39.307978,-82.118247,347.0
11900.0,,310M400US11900,11900.0,"Athens, OH",M2,1304386902.0,12461327.0,2011,"Athens, OH",Ozone,11900,45.447,Parts per billion,Ohio,115.0,61.0,31.0,39.307978,-82.118247,347.0
11900.0,,310M400US11900,11900.0,"Athens, OH",M2,1304386902.0,12461327.0,2011,"Athens, OH",Sulfur dioxide,11900,4.51295,Parts per billion,Ohio,115.0,61.0,31.0,39.307978,-82.118247,347.0
11940.0,174.0,310M400US11940,11940.0,"Athens, TN",M2,1113997274.0,5340568.0,2011,"Athens, TN",Nitrogen dioxide (NO2),11940,13.6409965,Parts per billion,Tennessee,51.0,32.0,17.0,35.29733,-84.75076,358.0
11940.0,174.0,310M400US11940,11940.0,"Athens, TN",M2,1113997274.0,5340568.0,2011,"Athens, TN",Sulfur dioxide,11940,1.878063,Parts per billion,Tennessee,51.0,32.0,17.0,35.29733,-84.75076,358.0
12020.0,122.0,310M400US12020,12020.0,"Athens-Clarke County, GA",M1,2654578969.0,26163164.0,2011,"Athens-Clarke County, GA",Ozone,12020,50.706,Parts per billion,Georgia,126.0,81.0,48.0,33.918137,-83.344385,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Benzenes,12060,0.223401,Parts per billion Carbon,Georgia,172.0,119.0,58.0,33.6878,-84.2905,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Carbon monoxide,12060,332.5625,Parts per billion,Georgia,172.0,119.0,58.0,33.876469,-84.380327,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Heavy Metals,12060,0.001787,Micrograms/cubic meter (25 C),Georgia,172.0,119.0,58.0,33.9285,-85.04534,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Nitric oxides,12060,4.816809,Parts per billion,Georgia,172.0,119.0,58.0,33.6878,-84.2905,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Nitrogen dioxide (NO2),12060,6.809945,Parts per billion,Georgia,172.0,119.0,58.0,33.6878,-84.2905,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Ozone,12060,49.3035,Parts per billion,Georgia,172.0,119.0,58.0,33.720742,-84.357316,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Sulfur dioxide,12060,1.6919460000000002,Parts per billion,Georgia,172.0,119.0,58.0,33.704271000000006,-84.32390799999999,365.0
12060.0,122.0,310M400US12060,12060.0,"Atlanta-Sandy Springs-Roswell, GA",M1,22495876864.0,388361722.0,2011,"Atlanta-Sandy Springs-Roswell, GA",Various Particulates,12060,4.375189,Micrograms/cubic meter (LC),Georgia,172.0,119.0,58.0,33.6878,-84.2905,365.0
12100.0,428.0,310M400US12100,12100.0,"Atlantic City-Hammonton, NJ",M1,1438772543.0,301272800.0,2011,"Atlantic City-Hammonton, NJ",Ammonium compounds,12100,2.0304525,Micrograms/cubic meter (LC),New Jersey,136.0,63.0,39.0,39.464872,-74.448736,359.0
12100.0,428.0,310M400US12100,12100.0,"Atlantic City-Hammonton, NJ",M1,1438772543.0,301272800.0,2011,"Atlantic City-Hammonton, NJ",Nitric oxides,12100,0.005788,Micrograms/cubic meter (LC),New Jersey,136.0,63.0,39.0,39.464872,-74.448736,359.0
12100.0,428.0,310M400US12100,12100.0,"Atlantic City-Hammonton, NJ",M1,1438772543.0,301272800.0,2011,"Atlantic City-Hammonton, NJ",Ozone,12100,44.477999999999994,Parts per billion,New Jersey,136.0,63.0,39.0,39.464872,-74.448736,359.0
12100.0,428.0,310M400US12100,12100.0,"Atlantic City-Hammonton, NJ",M1,1438772543.0,301272800.0,2011,"Atlantic City-Hammonton, NJ",Sulfur dioxide,12100,0.6639585,Parts per billion,New Jersey,136.0,63.0,39.0,39.464872,-74.448736,359.0
12100.0,428.0,310M400US12100,12100.0,"Atlantic City-Hammonton, NJ",M1,1438772543.0,301272800.0,2011,"Atlantic City-Hammonton, NJ",Various Particulates,12100,0.25838,Micrograms/cubic meter (LC),New Jersey,136.0,63.0,39.0,39.464872,-74.448736,359.0
12260.0,,310M400US12260,12260.0,"Augusta-Richmond County, GA-SC",M1,9014841786.0,262632338.0,2011,"Augusta-Richmond County, GA-SC",Ozone,12260,49.510999999999996,Parts per billion,Georgia,126.0,87.0,50.0,33.507972,-81.9380175,363.0
12300.0,,310M400US12300,12300.0,"Augusta-Waterville, ME",M2,2246734964.0,216795655.0,2011,"Augusta-Waterville, ME",Ozone,12300,37.318999999999996,Parts per billion,Maine,97.0,49.0,31.0,44.230622,-69.785,211.0
12420.0,,310M400US12420,12420.0,"Austin-Round Rock, TX",M1,10933857595.0,151507606.0,2011,"Austin-Round Rock, TX",Carbon monoxide,12420,107.08349999999999,Parts per billion,Texas,151.0,84.0,45.0,30.354944,-97.761803,365.0
12420.0,,310M400US12420,12420.0,"Austin-Round Rock, TX",M1,10933857595.0,151507606.0,2011,"Austin-Round Rock, TX",Nitric oxides,12420,1.33267,Parts per billion,Texas,151.0,84.0,45.0,30.3488895,-97.97921550000001,365.0
12420.0,,310M400US12420,12420.0,"Austin-Round Rock, TX",M1,10933857595.0,151507606.0,2011,"Austin-Round Rock, TX",Nitrogen dioxide (NO2),12420,4.0281215,Parts per billion,Texas,151.0,84.0,45.0,30.3488895,-97.97921550000001,365.0
12420.0,,310M400US12420,12420.0,"Austin-Round Rock, TX",M1,10933857595.0,151507606.0,2011,"Austin-Round Rock, TX",Ozone,12420,48.7415,Parts per billion,Texas,151.0,84.0,45.0,30.354944,-97.875084,365.0
12540.0,,310M400US12540,12540.0,"Bakersfield, CA",M1,21062456129.0,78764641.0,2011,"Bakersfield, CA",Ammonium compounds,12540,1.146774,Micrograms/cubic meter (25 C),California,200.0,151.0,84.0,34.821922,-118.887598,365.0
12540.0,,310M400US12540,12540.0,"Bakersfield, CA",M1,21062456129.0,78764641.0,2011,"Bakersfield, CA",Heavy Metals,12540,0.0,Micrograms/cubic meter (25 C),California,200.0,151.0,84.0,35.356615,-119.062613,365.0
12540.0,,310M400US12540,12540.0,"Bakersfield, CA",M1,21062456129.0,78764641.0,2011,"Bakersfield, CA",Nitric oxides,12540,7.99534,Micrograms/cubic meter (LC),California,200.0,151.0,84.0,35.356615,-119.062613,365.0
12540.0,,310M400US12540,12540.0,"Bakersfield, CA",M1,21062456129.0,78764641.0,2011,"Bakersfield, CA",Nitrogen dioxide (NO2),12540,15.8302185,Parts per billion,California,200.0,151.0,84.0,35.356615,-119.062613,365.0
12540.0,,310M400US12540,12540.0,"Bakersfield, CA",M1,21062456129.0,78764641.0,2011,"Bakersfield, CA",Ozone,12540,51.187999999999995,Parts per billion,California,200.0,151.0,84.0,35.345607,-119.016787,365.0
12540.0,,310M400US12540,12540.0,"Bakersfield, CA",M1,21062456129.0,78764641.0,2011,"Bakersfield, CA",Various Particulates,12540,0.675484,Micrograms/cubic meter (LC),California,200.0,151.0,84.0,34.821922,-118.887598,365.0
12580.0,548.0,310M400US12580,12580.0,"Baltimore-Columbia-Towson, MD",M1,6737755018.0,1304230857.0,2011,"Baltimore-Columbia-Towson, MD",Benzenes,12580,0.5042745,Parts per billion Carbon,Maryland,209.0,101.0,55.0,39.310833,-76.474444,365.0
12580.0,548.0,310M400US12580,12580.0,"Baltimore-Columbia-Towson, MD",M1,6737755018.0,1304230857.0,2011,"Baltimore-Columbia-Towson, MD",Carbon monoxide,12580,298.135,Parts per billion,Maryland,209.0,101.0,55.0,39.304283,-76.5395235,365.0
12580.0,548.0,310M400US12580,12580.0,"Baltimore-Columbia-Towson, MD",M1,6737755018.0,1304230857.0,2011,"Baltimore-Columbia-Towson, MD",Nitric oxides,12580,9.369955,Parts per billion,Maryland,209.0,101.0,55.0,39.310833,-76.474444,365.0
12580.0,548.0,310M400US12580,12580.0,"Baltimore-Columbia-Towson, MD",M1,6737755018.0,1304230857.0,2011,"Baltimore-Columbia-Towson, MD",Nitrogen dioxide (NO2),12580,22.353526000000002,Parts per billion,Maryland,209.0,101.0,55.0,39.304283,-76.5395235,365.0
12580.0,548.0,310M400US12580,12580.0,"Baltimore-Columbia-Towson, MD",M1,6737755018.0,1304230857.0,2011,"Baltimore-Columbia-Towson, MD",Ozone,12580,47.980000000000004,Parts per billion,Maryland,209.0,101.0,55.0,39.410191,-76.553075,365.0
12580.0,548.0,310M400US12580,12580.0,"Baltimore-Columbia-Towson, MD",M1,6737755018.0,1304230857.0,2011,"Baltimore-Columbia-Towson, MD",Sulfur dioxide,12580,2.001084,Parts per billion,Maryland,209.0,101.0,55.0,39.310833,-76.474444,365.0
12620.0,,310M400US12620,12620.0,"Bangor, ME",M1,8798688537.0,413994273.0,2011,"Bangor, ME",Ammonium compounds,12620,1.031225,Micrograms/cubic meter (LC),Maine,80.0,54.0,35.0,44.94798,-68.64788,365.0
12620.0,,310M400US12620,12620.0,"Bangor, ME",M1,8798688537.0,413994273.0,2011,"Bangor, ME",Nitric oxides,12620,0.00556,Micrograms/cubic meter (LC),Maine,80.0,54.0,35.0,44.94798,-68.64788,365.0
12620.0,,310M400US12620,12620.0,"Bangor, ME",M1,8798688537.0,413994273.0,2011,"Bangor, ME",Ozone,12620,34.893,Parts per billion,Maine,80.0,54.0,35.0,45.2158,-68.7082,365.0
12620.0,,310M400US12620,12620.0,"Bangor, ME",M1,8798688537.0,413994273.0,2011,"Bangor, ME",Various Particulates,12620,0.210243,Micrograms/cubic meter (LC),Maine,80.0,54.0,35.0,44.94798,-68.64788,365.0
12660.0,357.0,310M400US12660,12660.0,"Baraboo, WI",M2,2153686396.0,45692629.0,2011,"Baraboo, WI",Ozone,12660,41.207,Parts per billion,Wisconsin,91.0,54.0,38.0,43.4351,-89.67979,284.0
12700.0,148.0,310M400US12700,12700.0,"Barnstable Town, MA",M1,1021048430.0,2360287543.0,2011,"Barnstable Town, MA",Ammonium compounds,12700,1.267892,Micrograms/cubic meter (LC),Massachusetts,112.0,46.0,35.0,41.975804,-70.023598,275.0
12700.0,148.0,310M400US12700,12700.0,"Barnstable Town, MA",M1,1021048430.0,2360287543.0,2011,"Barnstable Town, MA",Nitric oxides,12700,0.001986,Micrograms/cubic meter (LC),Massachusetts,112.0,46.0,35.0,41.975804,-70.023598,275.0
12700.0,148.0,310M400US12700,12700.0,"Barnstable Town, MA",M1,1021048430.0,2360287543.0,2011,"Barnstable Town, MA",Ozone,12700,40.120999999999995,Parts per billion,Massachusetts,112.0,46.0,35.0,41.975804,-70.023598,275.0
12700.0,148.0,310M400US12700,12700.0,"Barnstable Town, MA",M1,1021048430.0,2360287543.0,2011,"Barnstable Town, MA",Various Particulates,12700,0.454943,Micrograms/cubic meter (LC),Massachusetts,112.0,46.0,35.0,41.975804,-70.023598,275.0
12940.0,,310M400US12940,12940.0,"Baton Rouge, LA",M1,10429716212.0,456384127.0,2011,"Baton Rouge, LA",Benzenes,12940,0.183565,Parts per billion Carbon,Louisiana,192.0,101.0,57.0,30.229653,-91.056068,365.0
12940.0,,310M400US12940,12940.0,"Baton Rouge, LA",M1,10429716212.0,456384127.0,2011,"Baton Rouge, LA",Carbon monoxide,12940,222.07750000000001,Parts per billion,Louisiana,192.0,101.0,57.0,30.461981,-91.179219,365.0
12940.0,,310M400US12940,12940.0,"Baton Rouge, LA",M1,10429716212.0,456384127.0,2011,"Baton Rouge, LA",Heavy Metals,12940,0.0038770000000000002,Micrograms/cubic meter (LC),Louisiana,192.0,101.0,57.0,30.5279735,-91.21558250000001,365.0
12940.0,,310M400US12940,12940.0,"Baton Rouge, LA",M1,10429716212.0,456384127.0,2011,"Baton Rouge, LA",Nitric oxides,12940,4.9208365,Parts per billion,Louisiana,192.0,101.0,57.0,30.3676055,-91.179219,365.0
12940.0,,310M400US12940,12940.0,"Baton Rouge, LA",M1,10429716212.0,456384127.0,2011,"Baton Rouge, LA",Nitrogen dioxide (NO2),12940,10.188897,Parts per billion,Louisiana,192.0,101.0,57.0,30.3676055,-91.15263,365.0
12940.0,,310M400US12940,12940.0,"Baton Rouge, LA",M1,10429716212.0,456384127.0,2011,"Baton Rouge, LA",Ozone,12940,42.3295,Parts per billion,Louisiana,192.0,101.0,57.0,30.419805,-91.179219,365.0
12940.0,,310M400US12940,12940.0,"Baton Rouge, LA",M1,10429716212.0,456384127.0,2011,"Baton Rouge, LA",Sulfur dioxide,12940,3.2826055,Parts per billion,Louisiana,192.0,101.0,57.0,30.4813115,-91.1963875,365.0
13140.0,,310M400US13140,13140.0,"Beaumont-Port Arthur, TX",M1,7859105398.0,764160903.0,2011,"Beaumont-Port Arthur, TX",Benzenes,13140,0.27202099999999996,Parts per billion Carbon,Texas,185.0,90.0,45.0,30.00819,-94.0379035,365.0
13140.0,,310M400US13140,13140.0,"Beaumont-Port Arthur, TX",M1,7859105398.0,764160903.0,2011,"Beaumont-Port Arthur, TX",Carbon monoxide,13140,136.7,Parts per billion,Texas,185.0,90.0,45.0,29.979958,-94.004746,365.0
13140.0,,310M400US13140,13140.0,"Beaumont-Port Arthur, TX",M1,7859105398.0,764160903.0,2011,"Beaumont-Port Arthur, TX",Nitric oxides,13140,2.4120935,Parts per billion,Texas,185.0,90.0,45.0,30.00819,-93.94941349999999,365.0
13140.0,,310M400US13140,13140.0,"Beaumont-Port Arthur, TX",M1,7859105398.0,764160903.0,2011,"Beaumont-Port Arthur, TX",Nitrogen dioxide (NO2),13140,8.5688305,Parts per billion,Texas,185.0,90.0,45.0,30.00819,-94.0379035,365.0
13140.0,,310M400US13140,13140.0,"Beaumont-Port Arthur, TX",M1,7859105398.0,764160903.0,2011,"Beaumont-Port Arthur, TX",Ozone,13140,40.065,Parts per billion,Texas,185.0,90.0,45.0,29.9425,-93.991084,365.0
13140.0,,310M400US13140,13140.0,"Beaumont-Port Arthur, TX",M1,7859105398.0,764160903.0,2011,"Beaumont-Port Arthur, TX",Sulfur dioxide,13140,1.970339,Parts per billion,Texas,185.0,90.0,45.0,30.036422,-94.071061,365.0
13180.0,376.0,310M400US13180,13180.0,"Beaver Dam, WI",M2,2268072980.0,81308121.0,2011,"Beaver Dam, WI",Ammonium compounds,13180,0.978091,Micrograms/cubic meter (LC),Wisconsin,115.0,67.0,42.0,43.46611,-88.62111,365.0
13180.0,376.0,310M400US13180,13180.0,"Beaver Dam, WI",M2,2268072980.0,81308121.0,2011,"Beaver Dam, WI",Carbon monoxide,13180,144.45799999999997,Parts per billion,Wisconsin,115.0,67.0,42.0,43.46611,-88.62111,365.0
13180.0,376.0,310M400US13180,13180.0,"Beaver Dam, WI",M2,2268072980.0,81308121.0,2011,"Beaver Dam, WI",Heavy Metals,13180,0.0016740000000000001,Micrograms/cubic meter (25 C),Wisconsin,115.0,67.0,42.0,43.46611,-88.62111,365.0
13180.0,376.0,310M400US13180,13180.0,"Beaver Dam, WI",M2,2268072980.0,81308121.0,2011,"Beaver Dam, WI",Nitric oxides,13180,4.395872,Parts per billion,Wisconsin,115.0,67.0,42.0,43.46611,-88.62111,365.0
13180.0,376.0,310M400US13180,13180.0,"Beaver Dam, WI",M2,2268072980.0,81308121.0,2011,"Beaver Dam, WI",Ozone,13180,38.547,Parts per billion,Wisconsin,115.0,67.0,42.0,43.46611,-88.62111,365.0
13180.0,376.0,310M400US13180,13180.0,"Beaver Dam, WI",M2,2268072980.0,81308121.0,2011,"Beaver Dam, WI",Sulfur dioxide,13180,0.572203,Parts per billion,Wisconsin,115.0,67.0,42.0,43.46611,-88.62111,365.0
13180.0,376.0,310M400US13180,13180.0,"Beaver Dam, WI",M2,2268072980.0,81308121.0,2011,"Beaver Dam, WI",Various Particulates,13180,0.012355499999999998,Micrograms/cubic meter (LC),Wisconsin,115.0,67.0,42.0,43.46611,-88.62111,365.0
13380.0,,310M400US13380,13380.0,"Bellingham, WA",M1,5459429045.0,1028151220.0,2011,"Bellingham, WA",Ammonium compounds,13380,0.372306,Micrograms/cubic meter (LC),Washington,62.0,38.0,25.0,48.73142,-121.065815,354.0
13380.0,,310M400US13380,13380.0,"Bellingham, WA",M1,5459429045.0,1028151220.0,2011,"Bellingham, WA",Nitric oxides,13380,0.001154,Micrograms/cubic meter (LC),Washington,62.0,38.0,25.0,48.73142,-121.065815,354.0
13380.0,,310M400US13380,13380.0,"Bellingham, WA",M1,5459429045.0,1028151220.0,2011,"Bellingham, WA",Ozone,13380,29.7405,Parts per billion,Washington,62.0,38.0,25.0,48.95074,-122.55441,354.0
13380.0,,310M400US13380,13380.0,"Bellingham, WA",M1,5459429045.0,1028151220.0,2011,"Bellingham, WA",Various Particulates,13380,0.086158,Micrograms/cubic meter (LC),Washington,62.0,38.0,25.0,48.73142,-121.065815,354.0
13460.0,140.0,310M400US13460,13460.0,"Bend-Redmond, OR",M1,7815545146.0,94755758.0,2011,"Bend-Redmond, OR",Ozone,13460,42.431999999999995,Parts per billion,Oregon,170.0,51.0,32.0,44.021896,-121.260166,365.0
13540.0,,310M400US13540,13540.0,"Bennington, VT",M2,1748233047.0,6928008.0,2011,"Bennington, VT",Ammonium compounds,13540,1.0719385,Micrograms/cubic meter (LC),Vermont,140.0,57.0,38.0,43.148176,-73.126323,361.0
13540.0,,310M400US13540,13540.0,"Bennington, VT",M2,1748233047.0,6928008.0,2011,"Bennington, VT",Nitric oxides,13540,0.004755,Micrograms/cubic meter (LC),Vermont,140.0,57.0,38.0,43.148176,-73.126323,361.0
13540.0,,310M400US13540,13540.0,"Bennington, VT",M2,1748233047.0,6928008.0,2011,"Bennington, VT",Ozone,13540,37.077,Parts per billion,Vermont,140.0,57.0,38.0,42.88759,-73.24984,361.0
13540.0,,310M400US13540,13540.0,"Bennington, VT",M2,1748233047.0,6928008.0,2011,"Bennington, VT",Various Particulates,13540,0.137507,Micrograms/cubic meter (LC),Vermont,140.0,57.0,38.0,43.148176,-73.126323,361.0
13620.0,,310M400US13620,13620.0,"Berlin, NH-VT",M2,6366625160.0,121244073.0,2011,"Berlin, NH-VT",Ammonium compounds,13620,0.92733,Micrograms/cubic meter (LC),New Hampshire,101.0,67.0,44.0,44.308132,-71.217639,356.0
